INFO: press 1: Thursday,January01,2026-16:39: FROM main
ERROR: Data file  missing: Thursday,January01,2026-16:39: FROM see all users
INFO: press 1: Thursday,January01,2026-16:39: FROM main
ERROR: Data file  missing: Thursday,January01,2026-16:39: FROM see all users
INFO: press 2: Thursday,January01,2026-16:39: FROM main
INFO: alexandre:1912:admin: Thursday,January01,2026-16:40: FROM create user
INFO: press 2: Thursday,January01,2026-16:40: FROM main
INFO: juju:6440:boss: Thursday,January01,2026-16:40: FROM create user
INFO: press q: Thursday,January01,2026-16:40: FROM main
INFO: press 1: Thursday,January01,2026-16:44: FROM main
ERROR: Data file  missing: Thursday,January01,2026-16:44: FROM see all users
INFO: press 1: Thursday,January01,2026-16:44: FROM main
INFO: search all user: found 2 records: Thursday,January01,2026-16:44: FROM see all users
INFO: press q: Thursday,January01,2026-17:54: FROM main
ERROR: Unexpected buffer: ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_ERROR_BLOB_: Thursday,January01,2026-17:54: FROM memory_manager
INFO: press 5: Thursday,January01,2026-17:54: FROM main
ERROR: command not expected: 5: Thursday,January01,2026-17:54: FROM main
INFO: press 5: Thursday,January01,2026-17:54: FROM main
ERROR: command not expected: 5: Thursday,January01,2026-17:54: FROM main
INFO: press 6: Thursday,January01,2026-17:54: FROM main
ERROR: command not expected: 6: Thursday,January01,2026-17:54: FROM main
INFO: press 1: Thursday,January01,2026-17:55: FROM main
INFO: search all user: found 2 records: Thursday,January01,2026-17:55: FROM see all users
INFO: press 2: Thursday,January01,2026-17:55: FROM main
INFO: allo:9136:false: Thursday,January01,2026-17:55: FROM create user
